n1	text	pos	n2	itext
134941	time	nn1	3085	NULL
82343	way	nn1	3010	NULL
82878	years	nn2	3002	NULL
46474	part	nn1	2969	NULL
102516	people	nn0	2911	NULL
36938	end	nn1	2883	NULL
43778	number	nn1	2869	NULL
65430	year	nn1	2861	NULL
52344	work	nn1	2834	NULL
35809	place	nn1	2822	NULL
55504	world	nn1	2802	NULL
51156	day	nn1	2802	NULL
53555	life	nn1	2792	NULL
31926	fact	nn1	2732	NULL
22776	times	nn2	2731	NULL
26946	others	nn2	2706	NULL
29362	point	nn1	2696	NULL
38464	group	nn0	2684	NULL
40417	case	nn1	2674	NULL
29747	days	nn2	2663	NULL
26067	interest	nn1	2645	NULL
28557	use	nn1	2620	NULL
32100	hand	nn1	2592	NULL
31400	area	nn1	2568	NULL
25386	problem	nn1	2559	NULL
29292	country	nn1	2558	NULL
31368	home	nn1	2558	NULL
22622	months	nn2	2555	NULL
23865	form	nn1	2521	NULL
36506	information	nn1	2519	NULL
21260	position	nn1	2514	NULL
21560	name	nn1	2511	NULL
42688	system	nn1	2505	NULL
29386	side	nn1	2503	NULL
30993	things	nn2	2501	NULL
32685	family	nn0	2500	NULL
19414	view	nn1	2498	NULL
30749	money	nn1	2497	NULL
25210	problems	nn2	2494	NULL
20474	line	nn1	2491	NULL
31236	business	nn1	2476	NULL
18133	result	nn1	2469	NULL
29643	power	nn1	2463	NULL
17809	change	nn1	2459	NULL
21335	question	nn1	2458	NULL
25671	week	nn1	2456	NULL
16469	reason	nn1	2452	NULL
27111	service	nn1	2437	NULL
15129	need	nn1	2437	NULL
21624	effect	nn1	2430	NULL
19078	idea	nn1	2429	NULL
17701	centre	nn1	2427	NULL
18063	order	nn1	2422	NULL
21106	action	nn1	2418	NULL
54569	man	nn1	2401	NULL
30421	head	nn1	2392	NULL
31022	state	nn1	2385	NULL
19202	kind	nn1	2376	NULL
27336	members	nn2	2375	NULL
12465	rest	nn1	2367	NULL
13824	ways	nn2	2367	NULL
23847	office	nn1	2363	NULL
34682	house	nn1	2362	NULL
19075	level	nn1	2360	NULL
23946	body	nn1	2357	NULL
20489	age	nn1	2350	NULL
17287	course	nn1	2342	NULL
15099	stage	nn1	2341	NULL
22147	book	nn1	2336	NULL
22272	words	nn2	2336	NULL
13158	attention	nn1	2334	NULL
19228	sense	nn1	2322	NULL
23141	period	nn1	2319	NULL
17789	experience	nn1	2318	NULL
18932	control	nn1	2318	NULL
17442	nature	nn1	2306	NULL
42778	children	nn2	2303	NULL
16910	hours	nn2	2301	NULL
33459	company	nn1	2298	NULL
22451	person	nn1	2293	NULL
15080	matter	nn1	2287	NULL
14511	ground	nn1	2284	NULL
23414	thing	nn1	2271	NULL
18828	range	nn1	2270	NULL
13985	series	nn0	2266	NULL
12931	success	nn1	2250	NULL
21731	process	nn1	2248	NULL
10966	parts	nn2	2244	NULL
30807	development	nn1	2238	NULL
16858	value	nn1	2237	NULL
15775	terms	nn2	2236	NULL
17418	mind	nn1	2230	NULL
14154	situation	nn1	2225	NULL
13255	weeks	nn2	2224	NULL
16265	support	nn1	2215	NULL
36011	men	nn2	2204	NULL
11034	choice	nn1	2203	NULL
14896	paper	nn1	2203	NULL
28390	room	nn1	2200	NULL
10035	reasons	nn2	2195	NULL
18572	history	nn1	2194	NULL
18818	job	nn1	2189	NULL
17662	hands	nn2	2181	NULL
11221	details	nn2	2181	NULL
17108	word	nn1	2179	NULL
32880	school	nn1	2167	NULL
21879	areas	nn2	2162	NULL
16601	member	nn1	2161	NULL
24766	face	nn1	2159	NULL
20520	evidence	nn1	2157	NULL
14603	quality	nn1	2154	NULL
37294	party	nn0	2152	NULL
12091	chance	nn1	2150	NULL
18014	air	nn1	2140	NULL
9588	lines	nn2	2134	NULL
15623	decision	nn1	2134	NULL
17525	role	nn1	2132	NULL
30461	water	nn1	2128	NULL
9341	opportunity	nn1	2127	NULL
19189	moment	nn1	2121	NULL
14207	knowledge	nn1	2121	NULL
31698	night	nn1	2112	NULL
11780	space	nn1	2110	NULL
13771	subject	nn1	2102	NULL
10483	list	nn1	2102	NULL
13145	heart	nn1	2095	NULL
12087	questions	nn2	2094	NULL
16203	changes	nn2	2093	NULL
11168	amount	nn1	2090	NULL
17168	back	nn1	2090	NULL
11591	size	nn1	2089	NULL
15744	practice	nn1	2087	NULL
13445	basis	nn1	2084	NULL
37483	women	nn2	2083	NULL
17484	cases	nn2	2082	NULL
11280	loss	nn1	2081	NULL
13481	month	nn1	2077	NULL
7223	turn	nn1	2074	NULL
8335	future	nn1	2069	NULL
19470	death	nn1	2069	NULL
22850	society	nn0	2066	NULL
8635	lack	nn1	2064	NULL
10073	event	nn1	2063	NULL
14794	conditions	nn2	2052	NULL
9551	right	nn1	2051	NULL
10216	events	nn2	2050	NULL
12956	field	nn1	2050	NULL
9919	difference	nn1	2044	NULL
12006	account	nn1	2044	NULL
18434	groups	nn2	2044	NULL
15889	type	nn1	2043	NULL
9273	means	nn0	2043	NULL
22449	market	nn1	2040	NULL
8790	help	nn1	2040	NULL
7425	effort	nn1	2039	NULL
59106	government	nn0	2036	NULL
23388	services	nn2	2033	NULL
9750	set	nn1	2032	NULL
14001	friends	nn2	2030	NULL
12510	figure	nn1	2023	NULL
13632	issue	nn1	2023	NULL
17776	food	nn1	2022	NULL
8282	direction	nn1	2016	NULL
18611	table	nn1	2013	NULL
26074	war	nn1	2012	NULL
12633	approach	nn1	2008	NULL
6992	advantage	nn1	2004	NULL
9417	picture	nn1	2001	NULL
8891	source	nn1	2000	NULL
11203	pressure	nn1	2000	NULL
20839	staff	nn0	1999	NULL
10592	summer	nn1	1997	NULL
10509	points	nn2	1995	NULL
10154	numbers	nn2	1994	NULL
7753	places	nn2	1993	NULL
17582	programme	nn1	1992	NULL
12189	news	nn1	1987	NULL
12675	story	nn1	1983	NULL
16221	road	nn1	1983	NULL
15263	price	nn1	1981	NULL
9632	figures	nn2	1979	NULL
12669	sort	nn1	1975	NULL
15912	care	nn1	1965	NULL
8857	purpose	nn1	1964	NULL
12994	movement	nn1	1964	NULL
17641	rate	nn1	1960	NULL
22927	health	nn1	1954	NULL
16961	class	nn1	1954	NULL
16679	act	nn1	1954	NULL
11651	record	nn1	1945	NULL
11128	term	nn1	1944	NULL
9538	response	nn1	1936	NULL
7459	start	nn1	1928	NULL
8060	answer	nn1	1927	NULL
17610	section	nn1	1926	NULL
9910	circumstances	nn2	1925	NULL
24336	research	nn1	1924	NULL
11711	example	nn1	1922	NULL
12186	books	nn2	1920	NULL
8921	task	nn1	1919	NULL
11391	results	nn2	1916	NULL
20852	community	nn0	1914	NULL
9450	importance	nn1	1913	NULL
12220	letter	nn1	1912	NULL
23605	law	nn1	1907	NULL
8732	ability	nn1	1904	NULL
9766	advice	nn1	1904	NULL
7626	attempt	nn1	1904	NULL
17038	authority	nn1	1902	NULL
9510	force	nn1	1902	NULL
10681	material	nn1	1902	NULL
8373	variety	nn1	1902	NULL
15745	minutes	nn2	1900	NULL
16285	morning	nn1	1898	NULL
23872	car	nn1	1896	NULL
12362	relationship	nn1	1895	NULL
11291	activities	nn2	1893	NULL
10953	building	nn1	1891	NULL
6232	step	nn1	1891	NULL
8052	piece	nn1	1890	NULL
15855	city	nn1	1888	NULL
19262	century	nn1	1878	NULL
9481	operation	nn1	1877	NULL
5982	beginning	nn1	1874	NULL
12742	cost	nn1	1874	NULL
6851	strength	nn1	1872	NULL
23034	child	nn1	1868	NULL
12618	performance	nn1	1866	NULL
7938	presence	nn1	1866	NULL
16751	department	nn0	1865	NULL
9323	hour	nn1	1862	NULL
19919	report	nn1	1859	NULL
29000	eyes	nn2	1857	NULL
18579	study	nn1	1854	NULL
8854	plans	nn2	1854	NULL
6736	possibility	nn1	1850	NULL
10373	ideas	nn2	1850	NULL
26638	council	nn0	1849	NULL
7590	concern	nn1	1844	NULL
8958	eye	nn1	1843	NULL
14594	town	nn1	1841	NULL
9272	standards	nn2	1838	NULL
6619	names	nn2	1837	NULL
17953	language	nn1	1837	NULL
5772	past	nn1	1825	NULL
17194	trade	nn1	1820	NULL
5990	will	nn1	1817	NULL
9433	degree	nn1	1815	NULL
15636	land	nn1	1815	NULL
9055	thought	nn1	1811	NULL
9080	plan	nn1	1807	NULL
11150	activity	nn1	1807	NULL
9439	majority	nn0	1805	NULL
10323	style	nn1	1804	NULL
7543	balance	nn1	1800	NULL
19016	industry	nn1	1794	NULL
6652	cause	nn1	1792	NULL
6245	progress	nn1	1791	NULL
15770	friend	nn1	1788	NULL
12129	evening	nn1	1788	NULL
7584	failure	nn1	1787	NULL
5951	difficulty	nn1	1784	NULL
15992	wife	nn1	1775	NULL
5925	manner	nn1	1774	NULL
6083	whole	nn1	1773	NULL
9448	extent	nn1	1772	NULL
8338	charge	nn1	1772	NULL
23632	policy	nn1	1771	NULL
21766	woman	nn1	1768	NULL
13314	security	nn1	1768	NULL
17882	team	nn0	1768	NULL
5709	danger	nn1	1767	NULL
22716	door	nn1	1765	NULL
5768	background	nn1	1764	NULL
6292	steps	nn2	1760	NULL
6167	move	nn1	1755	NULL
14579	production	nn1	1754	NULL
8602	responsibility	nn1	1753	NULL
24775	education	nn1	1752	NULL
6944	opinion	nn1	1752	NULL
8188	character	nn1	1752	NULL
7290	trouble	nn1	1749	NULL
9897	date	nn1	1748	NULL
20680	management	nn0	1747	NULL
11400	levels	nn2	1743	NULL
12239	environment	nn1	1741	NULL
7893	weight	nn1	1739	NULL
6873	base	nn1	1739	NULL
8091	condition	nn1	1736	NULL
12284	agreement	nn1	1734	NULL
8952	access	nn1	1731	NULL
11508	fire	nn1	1731	NULL
6808	post	nn1	1728	NULL
22574	mother	nn1	1726	NULL
6371	distance	nn1	1726	NULL
7573	features	nn2	1726	NULL
9826	colour	nn1	1723	NULL
9095	statement	nn1	1722	NULL
12873	structure	nn1	1721	NULL
11024	meeting	nn1	1720	NULL
7221	matters	nn2	1719	NULL
6817	lives	nn2	1719	NULL
5459	efforts	nn2	1710	NULL
6703	confidence	nn1	1709	NULL
6407	introduction	nn1	1708	NULL
6648	deal	nn1	1707	NULL
10413	effects	nn2	1705	NULL
8530	equipment	nn1	1701	NULL
13338	bank	nn1	1701	NULL
5349	appearance	nn1	1701	NULL
7192	top	nn1	1698	NULL
6796	length	nn1	1696	NULL
20490	father	nn1	1694	NULL
5916	return	nn1	1691	NULL
13220	feet	nn2	1686	NULL
9739	interests	nn2	1686	NULL
8595	look	nn1	1685	NULL
5652	sign	nn1	1682	NULL
9933	couple	nn1	1681	NULL
16182	countries	nn2	1679	NULL
24704	voice	nn1	1679	NULL
6733	bodies	nn2	1674	NULL
9525	rules	nn2	1673	NULL
7215	image	nn1	1673	NULL
11575	treatment	nn1	1671	NULL
9379	press	nn0	1670	NULL
8012	light	nn1	1669	NULL
6774	scale	nn1	1668	NULL
10944	scheme	nn1	1668	NULL
10557	floor	nn1	1668	NULL
6213	sight	nn1	1667	NULL
4569	doubt	nn1	1665	NULL
10404	unit	nn1	1662	NULL
23237	court	nn1	1662	NULL
10750	issues	nn2	1659	NULL
6811	views	nn2	1659	NULL
5859	sides	nn2	1657	NULL
11741	energy	nn1	1656	NULL
9486	risk	nn1	1656	NULL
12330	parties	nn2	1654	NULL
6593	scene	nn1	1650	NULL
4975	hope	nn1	1647	NULL
5676	absence	nn1	1646	NULL
8808	method	nn1	1645	NULL
8419	status	nn1	1643	NULL
12076	property	nn1	1642	NULL
6534	message	nn1	1641	NULL
8990	miles	nn2	1639	NULL
6546	difficulties	nn2	1639	NULL
5016	occasion	nn1	1639	NULL
5915	grounds	nn2	1637	NULL
7273	letters	nn2	1636	NULL
6470	existence	nn1	1630	NULL
8627	page	nn1	1625	NULL
12360	growth	nn1	1622	NULL
15178	parents	nn2	1620	NULL
10238	wall	nn1	1620	NULL
5309	detail	nn1	1617	NULL
7072	reference	nn1	1617	NULL
6896	public	nn0	1617	NULL
7499	protection	nn1	1614	NULL
7865	version	nn1	1613	NULL
7547	truth	nn1	1613	NULL
8495	street	nn1	1611	NULL
7649	collection	nn1	1610	NULL
8729	pattern	nn1	1610	NULL
11379	model	nn1	1609	NULL
7289	box	nn1	1608	NULL
11724	director	nn1	1606	NULL
7708	argument	nn1	1606	NULL
17000	companies	nn2	1605	NULL
13778	game	nn1	1604	NULL
5274	half	nn0	1604	NULL
6700	benefit	nn1	1601	NULL
7319	discussion	nn1	1601	NULL
4962	note	nn1	1597	NULL
9414	application	nn1	1596	NULL
11962	behaviour	nn1	1594	NULL
7195	memory	nn1	1594	NULL
5545	attitude	nn1	1593	NULL
6880	impact	nn1	1591	NULL
5204	feature	nn1	1591	NULL
7146	edge	nn1	1590	NULL
12456	rights	nn2	1590	NULL
11902	son	nn1	1589	NULL
6148	reality	nn1	1585	NULL
8456	types	nn2	1585	NULL
7884	houses	nn2	1584	NULL
9908	resources	nn2	1583	NULL
8415	forms	nn2	1581	NULL
5860	freedom	nn1	1580	NULL
8563	needs	nn2	1580	NULL
16814	systems	nn2	1579	NULL
5606	capacity	nn1	1574	NULL
14145	art	nn1	1571	NULL
8790	methods	nn2	1571	NULL
37491	per_cent	nn0	1568	NULL
6315	speed	nn1	1568	NULL
11308	design	nn1	1567	NULL
6986	aspects	nn2	1567	NULL
9116	test	nn1	1566	NULL
4692	aim	nn1	1565	NULL
6064	relief	nn1	1565	NULL
6892	visit	nn1	1564	NULL
7242	influence	nn1	1564	NULL
16928	committee	nn0	1561	NULL
11668	project	nn1	1559	NULL
7686	duty	nn1	1557	NULL
6239	quarter	nn1	1555	NULL
7908	safety	nn1	1554	NULL
4915	contact	nn1	1553	NULL
10614	arms	nn2	1552	NULL
7928	demand	nn1	1552	NULL
4219	respect	nn1	1551	NULL
8971	competition	nn1	1550	NULL
5522	feeling	nn1	1547	NULL
25615	police	nn2	1546	NULL
5204	shape	nn1	1539	NULL
6528	solution	nn1	1537	NULL
4332	combination	nn1	1533	NULL
7784	exchange	nn1	1532	NULL
7654	rule	nn1	1529	NULL
10506	product	nn1	1528	NULL
10054	sea	nn1	1528	NULL
6042	contrast	nn1	1526	NULL
9632	window	nn1	1526	NULL
4165	middle	nn1	1522	NULL
4826	heads	nn2	1521	NULL
12750	theory	nn1	1521	NULL
8058	shop	nn1	1521	NULL
7876	families	nn2	1520	NULL
6533	sources	nn2	1519	NULL
8784	surface	nn1	1519	NULL
4359	signs	nn2	1518	NULL
12224	authorities	nn2	1517	NULL
9608	blood	nn1	1516	NULL
5538	rise	nn1	1515	NULL
14017	bed	nn1	1513	NULL
18409	church	nn1	1513	NULL
5089	thousands	nn2	1510	NULL
5497	fear	nn1	1507	NULL
6866	stock	nn1	1502	NULL
7829	principle	nn1	1501	NULL
4598	call	nn1	1500	NULL
5225	threat	nn1	1498	NULL
8786	arm	nn1	1497	NULL
7252	board	nn1	1496	NULL
7976	machine	nn1	1495	NULL
6295	foot	nn1	1493	NULL
11295	defence	nn1	1493	NULL
4499	surprise	nn1	1492	NULL
7563	career	nn1	1491	NULL
4844	conclusion	nn1	1490	NULL
5208	reaction	nn1	1488	NULL
5594	purposes	nn2	1485	NULL
6584	telephone	nn1	1481	NULL
8271	television	nn1	1481	NULL
7248	expression	nn1	1481	NULL
9337	glass	nn1	1480	NULL
4569	challenge	nn1	1480	NULL
5361	offer	nn1	1479	NULL
12827	secretary	nn1	1478	NULL
14200	music	nn1	1477	NULL
3930	impression	nn1	1477	NULL
5200	emphasis	nn1	1475	NULL
7610	sun	nn1	1473	NULL
5003	pieces	nn2	1473	NULL
13125	manager	nn1	1470	NULL
6654	attack	nn1	1468	NULL
8474	jobs	nn2	1467	NULL
7969	works	nn0	1464	NULL
